0.49234|-15.46093
0.81204|16.14542
0.95358|7.47864
0.99546|20.75233
1.81600|27.70808
2.08733|-29.91500
2.14392|-33.85833
2.19333|15.81556
2.26788|27.72942
2.47254|25.92378
2.48558|-24.96314
2.49700|-57.02083
2.68842|-47.07447
2.84021|-28.85433
3.51662|-23.18208
3.67854|-60.32875
3.72333|-39.19664
3.85471|-21.44439
3.87862|17.32852
5.07225|59.30378
5.29521|22.35719
5.34333|22.43361
5.38210|-48.62475
5.46417|22.40000
5.51346|22.40808
5.55642|10.49158
5.70642|-45.26900
5.97754|-32.53617
6.01183|16.48639
6.31992|12.88386
7.20913|2.83886
7.31275|2.86406
7.41050|-33.25975
7.42354|-51.52067
7.54462|2.09344
7.59154|-33.24403
7.74208|10.20842
7.94058|-5.15264
8.00467|-64.39014
8.00904|-64.25339
8.30050|48.50875
8.51162|-9.70534
8.56450|-27.80358
8.56458|-31.78600
8.69483|-8.39644
8.94612|-25.37443
8.99928|-10.12170
9.01692|23.95789
9.12051|-10.10616
9.30671|-22.58703
9.33971|-19.93425
9.55158|2.72856
9.62246|29.51122
9.74154|48.33739
9.78500|-14.17283
9.80598|0.86434
9.82433|0.91276
9.82675|3.03744
9.82745|3.33112
9.89508|0.85989
9.89533|2.88744
9.93446|3.29958
10.09200|41.68531
10.14592|-13.87281
10.36679|25.49944
10.65346|-1.52878
10.67430|40.86529
10.68479|41.26906
10.85729|-50.18283
10.89363|-8.18650
11.41583|38.04111
11.78562|-20.76039
11.86504|-31.42175
11.86692|50.88361
11.94711|-11.46870
12.00629|8.29708
12.44917|32.27772
12.53983|-5.19372
12.67442|-1.91025
12.70187|-6.88569
12.75775|-7.05694
13.01796|47.55050
13.17650|-31.20583
13.18659|-72.82860
13.72283|-37.68439
14.06638|-52.78269
14.06715|-1.25537
14.13575|-1.77194
14.17354|-52.97592
14.17775|-9.91387
14.19671|-53.09736
14.31158|-40.95911
14.38637|30.28075
14.40683|-48.90267
14.45368|30.35245
14.71300|12.97284
14.95871|-7.57797
15.03898|-33.70903
15.15171|30.66897
15.39125|-7.58825
15.53838|-4.24547
15.84117|-6.33922
16.19913|2.11778
16.27033|-6.21239
16.75929|-80.30775
16.81537|32.52036
16.82330|32.48292
16.85399|32.41256
16.85438|-69.87917
16.85460|32.29245
16.86352|32.31953
16.92754|-46.90758
17.09775|33.13361
17.15396|39.64431
17.19804|-28.58233
17.36259|35.71813
17.64842|-30.22128
17.74544|33.15189
17.75475|-30.43853
17.86511|-38.08347
18.05888|-58.24797
18.20208|-58.28228
18.20253|-0.29019
18.23212|0.98156
18.24970|-0.25250
18.50604|-57.93517
18.52925|-32.65089
18.90679|33.06772
18.99017|5.17869
19.06179|31.03383
19.12407|33.41910
19.79221|3.30083
19.89471|-58.52431
19.93688|3.40994
19.97946|16.54469
20.02788|3.41540
20.28083|-26.72600
20.33513|-34.06328
20.44521|5.25672
20.53746|0.94536
20.59906|-0.87521
20.73083|33.17389
20.73142|9.04919
20.79792|33.46056
20.91628|33.25606
21.01625|12.91739
21.14075|1.73139
21.19104|9.99464
21.19883|9.53883
21.32225|9.26411
21.33639|34.02496
21.38067|1.75911
21.38110|32.13651
21.41833|34.71333
21.43462|-1.37958
21.59075|34.70303
21.64138|-23.22617
21.85592|-1.91297
21.89529|31.55472
21.95087|-1.87953
21.98754|-35.71769
22.24433|-0.94900
22.36142|-61.46461
22.62120|-22.66737
22.83646|-6.86806
22.90354|-6.89375
22.94372|33.61557
22.99188|33.47653
23.21700|-7.03183
23.27208|-7.31142
23.46204|30.66022
23.49058|-36.49325
23.57571|-29.41836
23.76929|-41.43619
23.77367|-7.34031
23.77662|-36.49022
23.90200|-39.35783
24.17395|15.78366
24.66346|-42.52753
24.74367|-46.57331
24.77638|-29.91489
24.77721|-7.51261
25.54025|12.60189
25.76000|13.64506
26.06092|28.70592
26.23375|10.42303
26.26557|-43.59804
26.52583|34.37453
26.59446|36.46031
26.81729|35.56331
26.85354|27.88575
26.87454|27.33336
26.92837|-52.76181
26.97717|27.43278
26.98025|-26.89214
27.09350|11.52131
27.29512|-10.42643
27.30858|13.05535
27.32104|-32.74261
27.35358|21.99731
27.35725|35.45289
27.43242|35.78564
27.44704|21.97086
27.55842|27.64567
27.62854|6.14522
27.63850|36.37081
27.67383|21.75992
27.67871|33.08203
27.68408|35.28453
27.69958|35.93275
27.76600|-9.70261
27.78567|21.91281
27.82321|22.35797
27.96054|6.29689
28.14458|36.50089
28.17300|36.14400
28.19133|36.61931
28.19367|36.15183
28.23942|36.51289
28.25208|-13.73865
28.30250|-49.56036
28.30542|4.19583
28.37354|36.22131
28.47962|36.22942
28.58250|36.62981
28.68942|39.38353
28.73420|-9.01081
28.79254|35.28189
29.02196|36.12908
29.08764|5.62894
29.09083|-4.46764
29.09450|-9.06142
29.15825|34.17678
29.17029|33.04350
29.41825|-57.79017
29.42583|35.91611
29.45971|36.34311
29.71637|-8.16225
29.72863|36.67469
29.83158|19.00753
29.92617|-5.96319
30.04792|38.02133
30.06209|31.42957
30.22883|38.21072
30.27686|-6.81552
30.32054|28.83725
30.55141|-0.10063
30.62221|18.37300
30.86643|38.11693
30.93625|16.03097
30.93679|38.25872
31.51454|-55.19353
32.08808|10.99492
32.18550|38.77719
32.33685|-10.13309
32.35252|-10.13592
32.41053|-10.14669
32.41054|35.79752
32.46161|-7.76248
32.52554|-32.93986
32.53988|39.19036
32.56754|7.84531
32.57352|-10.32145
32.75538|37.66628
32.82233|37.49717
33.26250|-42.03353
33.51456|27.87734
33.86517|6.00261
33.95817|-31.20100
34.05329|32.64950
34.29471|14.54783
34.49850|14.54406
34.68863|-6.63908
35.27654|-33.72067
35.40196|-5.52139
35.50421|33.26606
35.63922|42.34915
35.75796|-20.71206
35.76904|-21.23386
36.26842|-24.78817
36.31775|42.08989
36.36158|41.82428
36.46182|18.49625
36.52796|-0.33193
36.82033|33.57917
36.90608|-1.15628
37.11604|-1.15153
37.13800|-19.04211
37.15533|-10.53897
37.21513|-41.40267
37.38242|-42.81136
37.61625|-43.02686
37.63811|-1.10841
37.67846|-2.93900
37.70271|37.13678
38.09975|35.49464
38.39312|-39.04506
38.50008|20.97678
38.55575|29.31128
38.86563|-9.35619
39.07588|11.64208
39.11616|38.96993
39.14775|59.65492
39.16150|-54.85978
39.40246|-32.92444
39.41650|34.43158
39.42408|1.97531
39.44700|-61.33669
39.54871|-20.16700
39.58150|2.11925
39.63627|-6.67743
39.76479|-27.44314
39.79983|10.84683
39.82037|40.87231
39.84849|1.09379
39.99720|-34.44919
40.09986|-8.43354
40.10004|39.06329
40.12079|19.29711
40.26999|-8.25576
40.43846|0.44317
40.64829|34.76350
40.66963|-0.01328
40.81271|32.42497
40.87499|37.34134
40.90929|-31.94403
40.91881|1.37611
40.93475|-29.00336
40.95537|-59.91342
41.22362|-17.65915
41.32508|-17.70836
41.40029|-17.68894
41.49962|-7.57847
41.57937|-30.27489
41.60485|-0.49865
41.64140|-0.24716
41.99083|3.88389
42.02500|-13.95922
42.33171|8.09264
42.39047|-31.18910
42.43933|46.97619
42.72375|-54.97592
42.91779|-16.65103
43.21630|-1.27469
43.41379|-34.19764
43.42149|6.26528
43.45938|12.84922
43.61407|41.57959
43.63963|-18.63508
43.63992|-10.02776
43.80082|-0.18356
44.08975|-32.18558
44.20992|-54.57142
44.45483|-36.71792
44.92625|25.23783
44.96083|2.77136
45.09204|-17.15253
45.30521|44.95542
45.30888|44.89733
45.40021|-14.83658
45.65662|-22.86717
45.66033|-18.89778
45.89479|46.38636
45.91004|-15.61319
45.95462|-1.10374
45.98600|-39.44042
46.03325|-26.06964
46.13479|42.33931
46.51258|-15.61125
46.54129|42.37192
46.68900|-25.71644
46.71842|-0.79448
46.80496|-31.40072
47.10927|4.11092
47.11654|2.10858
47.23642|-2.95514
47.40778|-41.03047
47.43962|-20.57931
47.50512|-53.33575
47.55383|40.76567
